1,"General Edward Lawrence Logan Intl","Boston","United States","BOS","KBOS",42.364347,-71.005181,19,-5,"A"
10,"Stansted","London","United Kingdom","2STB45","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB46","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB47","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB48","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB49","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB50","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB51","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB52","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB53","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB54","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB55","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB56","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB57","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB58","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB59","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB60","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB61","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB62","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB63","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB64","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB65","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB66","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB67","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB68","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB69","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB70","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB71","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB72","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB73","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB74","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB75","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB76","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB77","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB78","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB79","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB80","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB81","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB82","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB83","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB84","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB85","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB86","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB87","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB88","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB89","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB90","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB91","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB92","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB93","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB94","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB95","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB96","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB97","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB98","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB99","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB100","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB101","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB102","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB103","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB104","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB105","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB106","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB107","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB108","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB109","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB110","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB111","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB112","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB113","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB114","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB115","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB116","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB117","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB118","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB119","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB120","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB121","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB122","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB123","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB124","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB125","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB126","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB127","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB128","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB129","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB130","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB131","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB132","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB133","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB134","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB135","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB136","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB137","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB138","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB139","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB140","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB141","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB142","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB143","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB144","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB145","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB146","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB147","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB148","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB149","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB150","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB151","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB152","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB153","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB154","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB155","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB156","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB157","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB158","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB159","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB160","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB161","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB162","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB163","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB164","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB165","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB166","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB167","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB168","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB169","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB170","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB171","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB172","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB173","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB174","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB175","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB176","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB177","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB178","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB179","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB180","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB181","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB182","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB183","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB184","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB185","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB186","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB187","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB188","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB189","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB190","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB191","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB192","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB193","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB194","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB195","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB196","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB197","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB198","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB199","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB200","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB201","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB202","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB203","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB204","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB205","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB206","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB207","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB208","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB209","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB210","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB211","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB212","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB213","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB214","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB215","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB216","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB217","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB218","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB219","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB220","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB221","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB222","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB223","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB224","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB225","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB226","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB227","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB228","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB229","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB230","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB231","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB232","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB233","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB234","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB235","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB236","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB237","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB238","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB239","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB240","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB241","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB242","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB243","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB244","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB245","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB246","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB247","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB248","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB249","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB250","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB251","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB252","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB253","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB254","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB255","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB256","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB257","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB258","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB259","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB260","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB261","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB262","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB263","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB264","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB265","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB266","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB267","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB268","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB269","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB270","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB271","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB272","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB273","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB274","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB275","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB276","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB277","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB278","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB279","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB280","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB281","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB282","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB283","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB284","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB285","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB286","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB287","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB288","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB289","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB290","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB291","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB292","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB293","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB294","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB295","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB296","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB297","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB298","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","2STB299","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB0","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB1","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB2","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB3","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB4","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB5","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB6","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB7","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB8","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB9","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB10","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB11","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB12","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB13","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB14","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB15","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB16","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB17","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB18","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB19","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB20","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB21","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB22","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB23","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB24","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB25","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB26","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB27","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB28","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB29","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB30","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB31","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB32","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB33","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB34","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB35","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB36","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB37","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB38","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB39","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB40","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB41","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB42","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB43","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB44","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB45","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB46","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB47","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB48","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB49","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB50","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB51","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB52","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB53","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB54","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB55","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB56","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB57","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB58","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB59","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB60","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB61","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB62","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB63","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB64","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB65","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB66","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB67","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB68","EGSS",51.885,0.235,348,0,"E"
